111.7893   132.7455    70.0948
111.8908   131.8327    70.0747
111.9156   130.9046    70.0479
111.8658   129.9701    70.0124
111.7775   129.0398    69.9719
111.7125   128.1236    69.9337
111.7397   127.2278    69.9053
111.9101   126.3537    69.8910
112.2355   125.4985    69.8889
112.6037   124.7990    69.8915
112.6037   124.7990    69.8915
113.1571   123.8243    69.8908
113.3684   123.3966    69.8837
113.3684   123.3966    69.8837
113.8064   122.1719    69.8482
113.8163   121.3509    69.8085
113.5929   120.5336    69.7680
113.1962   119.7191    69.7383
112.7358   118.9048    69.7281
112.3412   118.0872    69.7387
112.1262   117.2625    69.7637
112.1574   116.4282    69.7905
112.4357   115.5843    69.8058
112.8977   114.7326    69.8003
113.1530   114.3259    69.7875
113.1530   114.3259    69.7875
113.4352   113.8763    69.7733
113.9271   113.0182    69.7327
114.2738   112.1591    69.6919
114.4250   111.2983    69.6643
114.3911   110.4334    69.6567
114.2372   109.5622    69.6658
114.0613   108.6845    69.6779
113.9636   107.8032    69.6736
114.0168   106.9240    69.6345
114.2464   106.0537    69.5509
114.6248   105.1980    69.4259
114.8495   104.7854    69.3523
114.8495   104.7854    69.3523
115.0820   104.3589    69.2762
115.5278   103.5334    69.1266
115.7470   103.0215    69.0490
115.7470   103.0215    69.0490
116.0815   101.8902    68.9206
116.1261   101.0533    68.8847
116.0458   100.1982    68.8828
115.9047    99.3262    68.8923
115.7761    98.4444    68.8869
115.7201    97.5637    68.8456
115.7659    96.6954    68.7588
115.9042    95.8472    68.6299
116.0905    95.0214    68.4730
116.2590    94.2143    68.3065
116.3119    93.0194    68.0689
116.3119    93.0194    68.0689
116.0605    91.8387    67.8496
115.6781    91.0541    67.6971
115.1680    90.2833    67.5199
114.5757    89.5397    67.3041
113.9469    88.8361    67.0437
113.3152    88.1812    66.7420
112.6958    87.5768    66.4097
112.0864    87.0173    66.0599
111.4730    86.4923    65.7038
110.8393    85.9904    65.3461
110.1742    85.5036    64.9846
109.4771    85.0296    64.6120
108.7568    84.5720    64.2199
108.0276    84.1380    63.8032
107.3032    83.7333    63.3632
106.5914    83.3579    62.9079
105.8922    83.0024    62.4504
105.1998    82.6487    62.0053
104.5069    82.2725    61.5853
103.8101    81.8493    61.1985
103.1129    81.3610    60.8478
102.4254    80.8014    60.5321
101.7603    80.1780    60.2484
101.1262    79.5109    59.9944
100.5226    78.8277    59.7696
99.3853   221.4989    71.6746
98.8419   220.9803    71.6593
98.5435   220.5519    71.6393
98.5435   220.5519    71.6393
98.0798   219.5640    71.5860
97.8828   218.6355    71.5308
97.8096   217.6133    71.4702
97.8571   216.5774    71.4141
98.0238   215.6151    71.3752
98.3111   214.7978    71.3667
98.7095   214.1863    71.3972
98.7095   214.1863    71.3972
99.2634   213.7196    71.4738
99.9316   213.4294    71.5896 
99.9370    78.1564    59.5759
99.3474    77.5186    59.4162
98.7286    76.9248    59.2933
98.0607    76.3729    59.2083
97.3365    75.8503    59.1598
96.5645    75.3398    59.1444
95.7665    74.8248    59.1571
94.9699    74.2954    59.1928
94.1974    73.7514    59.2468
93.4591    73.2022    59.3153
92.7479    72.6639    59.3951
92.0420    72.1547    59.4838
91.3129    71.6898    59.5786
90.5359    71.2779    59.6762
89.6997    70.9193    59.7723
88.8102    70.6059    59.8613
87.8886    70.3240    59.9361
86.9640    70.0570    59.9881
86.0624    69.7880    60.0081
85.1990    69.5018    59.9876
84.3743    69.1853    59.9211
83.5776    68.8277    59.8076
82.7957    68.4195    59.6526
82.0235    67.9521    59.4679
81.2713    67.4183    59.2689
80.5674    66.8134    59.0718
79.9519    66.1361    58.8883
79.4663    65.3904    58.7227
79.1411    64.5852    58.5701
78.9867    63.7343    58.4193
78.9911    62.8549    58.2571
79.1256    61.9656    58.0756
79.3559    61.0841    57.8772
79.6547    60.2267    57.6770
80.0100    59.4067    57.5004
80.4275    58.6355    57.3766
80.9243    57.9223    57.3292
81.5179    57.2740    57.3689
82.2148    56.6950    57.4900
83.0023    56.1856    57.6730
83.8491    55.7401    57.8929
84.7113    55.3460    58.1311
85.5437    54.9840    58.3842
86.3097    54.6302    58.6688
86.9867    54.2603    59.0166
87.5634    53.8551    59.4631
88.0319    53.4058    60.0311
88.3777    52.9180    60.7181
88.4998    52.6029    61.1991
88.4998    52.6029    61.1991
88.5799    51.9992    62.1618
88.5799    51.9992    62.1618
88.3181    51.4611    63.0912
88.3181    51.4611    63.0912
87.9004    51.1608    63.6659
87.2071    50.9563    64.1675
86.1276    50.9117    64.6253
86.1276    50.9117    64.6253
85.3981    50.9704    64.8779
84.4920    51.1598    65.2326
83.7263    51.4245    65.6983
83.1638    51.7198    66.3266
82.7875    52.0237    67.1993
82.7875    52.0237    67.1993
82.5957    52.2371    68.0128
82.3404    52.4359    69.1949
82.3404    52.4359    69.1949
82.1844    52.4950    69.7065
81.7858    52.5185    70.2961
81.2072    52.4905    70.6369
80.4991    52.4325    70.7443
79.5404    52.3446    70.6413
79.5404    52.3446    70.6413
78.9690    52.2916    70.5137
78.9690    52.2916    70.5137
78.7619    52.3555    70.6265
78.5156    52.3970    70.8231
78.1978    52.4093    71.1857
77.9117    52.4144    71.5092
77.6252    52.3930    71.7530
77.2789    52.3315    71.9165
76.8638    52.2361    72.0203
76.4614    52.1363    72.0837
76.2081    52.0721    72.1150

